Timestamp,Temperature (ÅãC),Humidity (%),Pressure (hPa),Gas Resistance (kOhms)
2025-01-25 21:28:06,20.62,54.66,1020.95,105.63
2025-01-25 21:28:07,20.62,54.68,1020.95,105.69
2025-01-25 21:28:09,20.62,54.69,1020.95,105.49
2025-01-25 21:28:10,20.62,54.67,1020.95,105.69
2025-01-25 21:28:11,20.62,54.7,1020.95,105.76
2025-01-25 21:28:13,20.61,54.71,1020.95,105.03
2025-01-25 21:28:14,20.61,54.71,1020.94,105.43
2025-01-25 21:28:15,20.6,54.71,1020.94,106.37
2025-01-25 21:28:17,20.6,54.7,1020.95,105.63
2025-01-25 21:28:18,20.6,54.77,1020.95,105.83
2025-01-25 21:28:20,20.59,54.86,1020.94,105.36
2025-01-25 21:28:21,20.59,54.9,1020.94,105.63
2025-01-25 21:28:22,20.59,54.93,1020.94,105.56
2025-01-25 21:28:24,20.58,54.92,1020.94,105.56
2025-01-25 21:28:25,20.58,54.92,1020.93,105.63
2025-01-25 21:28:26,20.59,54.92,1020.92,105.69
2025-01-25 21:28:28,20.59,54.9,1020.93,105.69
2025-01-25 21:28:29,20.59,54.9,1020.93,105.36
2025-01-25 21:28:30,20.59,54.88,1020.92,105.69
2025-01-25 21:28:32,20.59,54.87,1020.92,105.9
2025-01-25 21:28:33,20.59,54.86,1020.93,105.76
2025-01-25 21:28:35,20.6,54.85,1020.92,106.58
2025-01-25 21:28:36,20.6,54.83,1020.93,106.37
2025-01-25 21:28:37,20.59,54.83,1020.93,106.17
2025-01-25 21:28:39,20.59,54.81,1020.93,106.17
2025-01-25 21:28:40,20.59,54.79,1020.93,105.76
2025-01-25 21:28:41,20.6,54.79,1020.93,105.97
2025-01-25 21:28:43,20.6,54.77,1020.94,105.69
2025-01-25 21:28:44,20.59,54.79,1020.93,105.97
2025-01-25 21:28:46,20.59,54.79,1020.93,105.56
2025-01-25 21:28:47,20.59,54.77,1020.93,105.83
2025-01-25 21:28:48,20.59,54.77,1020.93,106.44
2025-01-25 21:28:50,20.59,54.79,1020.93,106.24
2025-01-25 21:28:51,20.59,54.78,1020.93,105.56
2025-01-25 21:28:52,20.59,54.77,1020.93,106.1
2025-01-25 21:28:54,20.59,54.78,1020.93,106.51
2025-01-25 21:28:55,20.59,54.78,1020.93,106.1
2025-01-25 21:28:56,20.58,54.78,1020.93,106.37
2025-01-25 21:28:58,20.58,54.78,1020.93,106.78
2025-01-25 21:28:59,20.58,54.77,1020.93,105.76
2025-01-25 21:29:01,20.58,54.78,1020.94,107.27
2025-01-25 21:29:02,20.57,54.77,1020.93,105.97
2025-01-25 21:29:03,20.57,54.77,1020.94,106.31
2025-01-25 21:29:05,20.57,54.77,1020.94,106.03
2025-01-25 21:29:06,20.56,54.76,1020.93,105.76
2025-01-25 21:29:07,20.56,54.76,1020.94,106.65
2025-01-25 21:29:09,20.56,54.74,1020.94,106.31
2025-01-25 21:29:10,20.56,54.76,1020.94,106.24
2025-01-25 21:29:12,20.56,54.76,1020.94,105.9
2025-01-25 21:29:13,20.55,54.77,1020.94,106.17
2025-01-25 21:29:14,20.55,54.79,1020.94,106.37
2025-01-25 21:29:16,20.55,54.79,1020.94,105.63
2025-01-25 21:29:17,20.55,54.8,1020.94,106.85
2025-01-25 21:29:18,20.55,54.78,1020.94,106.17
2025-01-25 21:29:20,20.55,54.78,1020.94,106.17
2025-01-25 21:29:21,20.55,54.79,1020.94,106.37
2025-01-25 21:29:23,20.55,54.8,1020.94,106.1
2025-01-25 21:29:24,20.55,54.82,1020.94,106.24
2025-01-25 21:29:25,20.55,54.81,1020.95,105.76
2025-01-25 21:29:27,20.55,54.83,1020.94,106.44
2025-01-25 21:29:28,20.55,54.82,1020.94,106.24
2025-01-25 21:29:29,20.55,54.84,1020.94,106.17
2025-01-25 21:29:31,20.55,54.84,1020.94,106.99
2025-01-25 21:29:32,20.56,54.85,1020.93,105.97
2025-01-25 21:29:33,20.56,54.86,1020.93,106.37
2025-01-25 21:29:35,20.56,54.86,1020.93,106.03
2025-01-25 21:29:36,20.56,54.82,1020.93,106.92
2025-01-25 21:29:38,20.57,54.82,1020.92,106.31
2025-01-25 21:29:39,20.57,54.83,1020.93,105.83
2025-01-25 21:29:40,20.58,54.82,1020.93,105.97
2025-01-25 21:29:42,20.59,54.8,1020.93,106.31
2025-01-25 21:29:43,20.59,54.81,1020.93,106.24
2025-01-25 21:29:44,20.6,54.8,1020.93,106.1
2025-01-25 21:29:46,20.6,54.79,1020.93,106.78
2025-01-25 21:29:47,20.6,54.77,1020.93,106.03
2025-01-25 21:29:49,20.6,54.79,1020.94,106.24
2025-01-25 21:29:50,20.59,54.8,1020.94,106.37
2025-01-25 21:29:51,20.59,54.81,1020.94,106.24
2025-01-25 21:29:53,20.59,54.83,1020.94,105.97
2025-01-25 21:29:54,20.59,54.83,1020.94,106.51
2025-01-25 21:29:55,20.6,54.86,1020.94,106.99
2025-01-25 21:29:57,20.6,54.83,1020.93,105.76
2025-01-25 21:29:58,20.6,54.82,1020.94,106.03
2025-01-25 21:29:59,20.6,54.81,1020.94,106.17
2025-01-25 21:30:01,20.6,54.8,1020.94,105.56
2025-01-25 21:30:02,20.6,54.81,1020.94,106.31
2025-01-25 21:30:04,20.6,54.81,1020.94,106.24
2025-01-25 21:30:05,20.61,54.79,1020.94,106.1
2025-01-25 21:30:06,20.61,54.78,1020.94,106.24
2025-01-25 21:30:08,20.61,54.76,1020.94,106.44
2025-01-25 21:30:09,20.61,54.76,1020.94,106.99
2025-01-25 21:30:10,20.61,54.77,1020.94,106.85
2025-01-25 21:30:12,20.61,54.74,1020.93,106.24
2025-01-25 21:30:13,20.61,54.75,1020.94,106.92
2025-01-25 21:30:15,20.6,54.73,1020.93,106.17
2025-01-25 21:30:16,20.6,54.74,1020.93,107.06
2025-01-25 21:30:17,20.59,54.74,1020.93,107.34
2025-01-25 21:30:19,20.59,54.74,1020.93,106.17
2025-01-25 21:30:20,20.59,54.72,1020.93,106.51
2025-01-25 21:30:21,20.6,54.72,1020.93,106.58
2025-01-25 21:30:23,20.59,54.73,1020.93,107.48
2025-01-25 21:30:24,20.59,54.72,1020.94,107.13
2025-01-25 21:30:26,20.6,54.73,1020.94,107.06
2025-01-25 21:30:27,20.6,54.73,1020.94,106.92
2025-01-25 21:30:28,20.6,54.74,1020.94,106.44
2025-01-25 21:30:30,20.6,54.74,1020.94,106.51
2025-01-25 21:30:31,20.6,54.74,1020.94,106.58
2025-01-25 21:30:32,20.6,54.75,1020.94,106.17
2025-01-25 21:30:34,20.6,54.74,1020.93,106.44
2025-01-25 21:30:35,20.59,54.75,1020.93,106.65
2025-01-25 21:30:37,20.59,54.73,1020.93,107.13
2025-01-25 21:30:38,20.6,54.75,1020.94,106.37
2025-01-25 21:30:39,20.6,54.75,1020.93,106.78
2025-01-25 21:30:41,20.6,54.73,1020.93,106.85
2025-01-25 21:30:42,20.6,54.74,1020.93,106.72
2025-01-25 21:30:43,20.6,54.75,1020.94,106.51
2025-01-25 21:30:45,20.6,54.73,1020.94,106.72
2025-01-25 21:30:46,20.6,54.72,1020.93,107.2
2025-01-25 21:30:47,20.61,54.72,1020.93,106.17
2025-01-25 21:30:49,20.61,54.71,1020.93,106.65
2025-01-25 21:30:50,20.61,54.7,1020.93,107.76
2025-01-25 21:30:52,20.61,54.71,1020.92,106.65
2025-01-25 21:30:53,20.61,54.7,1020.93,106.72
2025-01-25 21:30:54,20.61,54.7,1020.93,106.78
2025-01-25 21:30:56,20.61,54.7,1020.92,106.58
2025-01-25 21:30:57,20.61,54.7,1020.92,107.48
2025-01-25 21:30:58,20.61,54.68,1020.92,106.58
2025-01-25 21:31:00,20.61,54.7,1020.93,106.17
2025-01-25 21:31:01,20.61,54.7,1020.93,106.44
2025-01-25 21:31:02,20.62,54.68,1020.94,107.13
2025-01-25 21:31:04,20.62,54.68,1020.94,106.78
2025-01-25 21:31:05,20.62,54.67,1020.94,107.13
2025-01-25 21:31:07,20.62,54.67,1020.94,107.55
2025-01-25 21:31:08,20.62,54.67,1020.93,106.92
2025-01-25 21:31:09,20.62,54.66,1020.93,107.97
2025-01-25 21:31:11,20.61,54.68,1020.92,106.51
2025-01-25 21:31:12,20.61,54.7,1020.93,104.69
2025-01-25 21:31:13,20.61,54.71,1020.93,102.87
2025-01-25 21:31:15,20.61,54.73,1020.94,103.13
2025-01-25 21:31:16,20.61,54.75,1020.94,101.67
2025-01-25 21:31:18,20.61,54.81,1020.93,102.17
2025-01-25 21:31:19,20.61,54.86,1020.93,102.75
2025-01-25 21:31:20,20.62,54.87,1020.93,102.94
2025-01-25 21:31:22,20.62,54.89,1020.94,103.71
2025-01-25 21:31:23,20.63,54.91,1020.94,103.45
2025-01-25 21:31:24,20.63,54.9,1020.94,103.51
2025-01-25 21:31:26,20.63,54.9,1020.95,103.06
2025-01-25 21:31:27,20.64,54.9,1020.95,103.32
2025-01-25 21:31:29,20.64,54.92,1020.95,104.5
2025-01-25 21:31:30,20.64,54.92,1020.94,105.43
2025-01-25 21:31:31,20.64,54.9,1020.94,104.5
2025-01-25 21:31:33,20.64,54.88,1020.94,105.09
2025-01-25 21:31:34,20.64,54.9,1020.94,105.16
2025-01-25 21:31:35,20.64,54.87,1020.94,105.43
2025-01-25 21:31:37,20.64,54.85,1020.95,105.9
2025-01-25 21:31:38,20.63,54.83,1020.94,106.03
2025-01-25 21:31:39,20.62,54.82,1020.94,106.92
2025-01-25 21:31:41,20.62,54.81,1020.94,106.51
2025-01-25 21:31:42,20.61,54.8,1020.94,106.58
2025-01-25 21:31:44,20.61,54.79,1020.94,106.78
2025-01-25 21:31:45,20.61,54.81,1020.95,106.44
2025-01-25 21:31:46,20.6,54.81,1020.95,107.41
2025-01-25 21:31:48,20.6,54.81,1020.95,106.37
2025-01-25 21:31:49,20.6,54.84,1020.95,106.37
2025-01-25 21:31:50,20.6,54.85,1020.94,106.17
2025-01-25 21:31:52,20.59,54.84,1020.93,106.72
2025-01-25 21:31:53,20.59,54.84,1020.93,105.69
2025-01-25 21:31:55,20.58,54.84,1020.94,105.69
2025-01-25 21:31:56,20.57,54.83,1020.93,105.76
2025-01-25 21:31:57,20.56,54.83,1020.94,107.06
2025-01-25 21:31:59,20.55,54.82,1020.94,106.31
2025-01-25 21:32:00,20.54,54.84,1020.94,106.1
2025-01-25 21:32:01,20.53,54.85,1020.94,106.24
2025-01-25 21:32:03,20.52,54.85,1020.94,105.97
2025-01-25 21:32:04,20.52,54.87,1020.94,105.97
2025-01-25 21:32:05,20.51,54.9,1020.94,106.37
2025-01-25 21:32:07,20.5,54.9,1020.93,106.44
2025-01-25 21:32:08,20.49,54.91,1020.93,106.78
2025-01-25 21:32:10,20.49,54.92,1020.93,106.78
2025-01-25 21:32:11,20.49,54.95,1020.92,106.65
2025-01-25 21:32:12,20.49,54.96,1020.92,107.2
2025-01-25 21:32:14,20.49,54.96,1020.92,106.51
2025-01-25 21:32:15,20.49,54.98,1020.92,106.99
2025-01-25 21:32:16,20.49,54.98,1020.93,106.78
2025-01-25 21:32:18,20.49,54.98,1020.93,106.85
2025-01-25 21:32:19,20.5,54.97,1020.94,106.99
2025-01-25 21:32:21,20.5,54.97,1020.94,107.34
2025-01-25 21:32:22,20.51,54.96,1020.94,106.78
2025-01-25 21:32:23,20.51,54.97,1020.94,107.13
2025-01-25 21:32:25,20.51,54.96,1020.93,107.27
2025-01-25 21:32:26,20.52,54.93,1020.93,107.2
2025-01-25 21:32:27,20.52,54.93,1020.93,107.2
2025-01-25 21:32:29,20.53,54.91,1020.94,107.83
2025-01-25 21:32:30,20.53,54.9,1020.94,106.78
2025-01-25 21:32:32,20.53,54.89,1020.94,106.51
2025-01-25 21:32:33,20.54,54.9,1020.94,107.13
2025-01-25 21:32:34,20.54,54.9,1020.93,107.55
2025-01-25 21:32:36,20.55,54.92,1020.93,106.99
2025-01-25 21:32:37,20.55,54.94,1020.93,106.37
2025-01-25 21:32:38,20.55,54.9,1020.93,106.85
2025-01-25 21:32:40,20.56,54.89,1020.93,107.2
2025-01-25 21:32:41,20.56,54.89,1020.93,108.04
2025-01-25 21:32:42,20.56,54.88,1020.93,106.99
2025-01-25 21:32:44,20.56,54.85,1020.93,106.99
2025-01-25 21:32:45,20.57,54.87,1020.93,107.62
2025-01-25 21:32:47,20.57,54.86,1020.93,107.13
2025-01-25 21:32:48,20.58,54.84,1020.92,107.41
2025-01-25 21:32:49,20.58,54.84,1020.93,107.27
2025-01-25 21:32:51,20.58,54.83,1020.93,107.2
2025-01-25 21:32:52,20.59,54.83,1020.93,107.83
2025-01-25 21:32:53,20.59,54.82,1020.93,107.2
2025-01-25 21:32:55,20.59,54.82,1020.93,106.85
2025-01-25 21:32:56,20.58,54.84,1020.93,106.99
2025-01-25 21:32:58,20.59,54.82,1020.93,107.06
2025-01-25 21:32:59,20.59,54.84,1020.93,107.13
2025-01-25 21:33:00,20.59,54.84,1020.93,107.27
2025-01-25 21:33:02,20.59,54.84,1020.94,107.06
2025-01-25 21:33:03,20.59,54.84,1020.93,107.27
2025-01-25 21:33:04,20.59,54.84,1020.93,106.85
2025-01-25 21:33:06,20.59,54.81,1020.93,107.13
2025-01-25 21:33:07,20.59,54.82,1020.92,107.41
2025-01-25 21:33:08,20.59,54.82,1020.92,107.62
2025-01-25 21:33:10,20.59,54.81,1020.93,107.27
2025-01-25 21:33:11,20.59,54.82,1020.93,107.06
2025-01-25 21:33:13,20.59,54.82,1020.93,107.48
2025-01-25 21:33:14,20.59,54.84,1020.93,106.92
2025-01-25 21:33:15,20.59,54.86,1020.93,107.76
2025-01-25 21:33:17,20.58,54.84,1020.92,108.11
2025-01-25 21:33:18,20.57,54.85,1020.92,107.06
2025-01-25 21:33:19,20.57,54.84,1020.92,107.9
2025-01-25 21:33:21,20.57,54.85,1020.92,107.76
2025-01-25 21:33:22,20.56,54.85,1020.92,107.2
2025-01-25 21:33:24,20.56,54.85,1020.93,106.85
2025-01-25 21:33:25,20.56,54.85,1020.93,107.34
2025-01-25 21:33:26,20.56,54.84,1020.93,107.27
2025-01-25 21:33:28,20.56,54.83,1020.93,107.34
2025-01-25 21:33:29,20.56,54.84,1020.93,107.41
2025-01-25 21:33:30,20.56,54.83,1020.92,107.55
2025-01-25 21:33:32,20.56,54.82,1020.93,107.41
2025-01-25 21:33:33,20.55,54.85,1020.93,107.48
2025-01-25 21:33:35,20.55,54.85,1020.92,107.13
2025-01-25 21:33:36,20.55,54.86,1020.93,107.83
2025-01-25 21:33:37,20.55,54.88,1020.92,106.99
2025-01-25 21:33:39,20.55,54.88,1020.93,106.99
2025-01-25 21:33:40,20.54,54.88,1020.93,106.92
2025-01-25 21:33:41,20.54,54.88,1020.92,106.85
2025-01-25 21:33:43,20.54,54.88,1020.93,106.44
2025-01-25 21:33:44,20.54,54.88,1020.93,106.78
2025-01-25 21:33:45,20.54,54.9,1020.92,107.48
2025-01-25 21:33:47,20.54,54.92,1020.92,107.62
2025-01-25 21:33:48,20.54,54.92,1020.92,106.78
2025-01-25 21:33:50,20.54,54.92,1020.92,106.92
2025-01-25 21:33:51,20.54,54.94,1020.92,107.83
2025-01-25 21:33:52,20.54,54.94,1020.92,106.99
2025-01-25 21:33:54,20.54,54.97,1020.92,107.69
2025-01-25 21:33:55,20.54,54.96,1020.92,107.06
2025-01-25 21:33:56,20.54,54.95,1020.93,107.2
2025-01-25 21:33:58,20.54,54.96,1020.93,106.99
2025-01-25 21:33:59,20.54,54.96,1020.92,106.99
2025-01-25 21:34:01,20.53,54.95,1020.92,107.41
2025-01-25 21:34:02,20.54,54.97,1020.91,106.85
2025-01-25 21:34:03,20.54,54.95,1020.9,107.69
2025-01-25 21:34:05,20.54,54.97,1020.91,107.34
2025-01-25 21:34:06,20.54,54.95,1020.91,107.27
2025-01-25 21:34:07,20.54,54.94,1020.92,107.62
2025-01-25 21:34:09,20.54,54.92,1020.92,107.62
2025-01-25 21:34:10,20.54,54.91,1020.92,106.72
2025-01-25 21:34:11,20.55,54.87,1020.91,106.99
2025-01-25 21:34:13,20.55,54.87,1020.92,106.99
2025-01-25 21:34:14,20.55,54.87,1020.92,106.78
2025-01-25 21:34:16,20.55,54.86,1020.91,107.48
2025-01-25 21:34:17,20.54,54.84,1020.91,107.83
2025-01-25 21:34:18,20.54,54.86,1020.92,107.34
2025-01-25 21:34:20,20.53,54.84,1020.92,107.06
2025-01-25 21:34:21,20.53,54.84,1020.92,107.48
2025-01-25 21:34:22,20.53,54.84,1020.92,106.37
2025-01-25 21:34:24,20.53,54.85,1020.92,106.99
2025-01-25 21:34:25,20.53,54.86,1020.92,107.2
2025-01-25 21:34:27,20.54,54.88,1020.92,107.27
2025-01-25 21:34:28,20.53,54.88,1020.92,106.72
2025-01-25 21:34:29,20.53,54.88,1020.92,106.72
2025-01-25 21:34:31,20.54,54.88,1020.92,106.44
2025-01-25 21:34:32,20.54,54.88,1020.92,107.13
2025-01-25 21:34:33,20.54,54.88,1020.92,107.06
2025-01-25 21:34:35,20.54,54.88,1020.93,106.78
2025-01-25 21:34:36,20.55,54.88,1020.92,106.99
2025-01-25 21:34:38,20.55,54.88,1020.93,106.99
2025-01-25 21:34:39,20.54,54.88,1020.92,106.85
2025-01-25 21:34:40,20.55,54.87,1020.92,107.2
2025-01-25 21:34:42,20.55,54.88,1020.92,106.92
2025-01-25 21:34:43,20.55,54.88,1020.92,107.41
2025-01-25 21:34:44,20.55,54.88,1020.92,106.24
2025-01-25 21:34:46,20.55,54.89,1020.92,107.06
2025-01-25 21:34:47,20.56,54.89,1020.91,106.85
2025-01-25 21:34:48,20.56,54.87,1020.91,106.65
2025-01-25 21:34:50,20.56,54.87,1020.91,107.41
2025-01-25 21:34:51,20.56,54.89,1020.91,107.34
2025-01-25 21:34:53,20.55,54.91,1020.92,106.85
2025-01-25 21:34:54,20.55,54.94,1020.91,107.27
2025-01-25 21:34:55,20.55,54.97,1020.91,106.65
2025-01-25 21:34:57,20.55,54.97,1020.91,106.58
2025-01-25 21:34:58,20.54,55.0,1020.91,107.06
2025-01-25 21:34:59,20.54,54.99,1020.91,106.72
2025-01-25 21:35:01,20.54,55.0,1020.92,106.44
2025-01-25 21:35:02,20.54,54.98,1020.92,106.03
2025-01-25 21:35:04,20.54,54.98,1020.91,106.99
2025-01-25 21:35:05,20.54,54.98,1020.9,107.06
2025-01-25 21:35:06,20.55,54.96,1020.91,106.58
2025-01-25 21:35:08,20.55,54.95,1020.9,107.62
2025-01-25 21:35:09,20.55,54.94,1020.9,106.44
2025-01-25 21:35:10,20.55,54.94,1020.9,106.78
2025-01-25 21:35:12,20.55,54.94,1020.89,106.99
2025-01-25 21:35:13,20.54,54.94,1020.89,107.06
2025-01-25 21:35:14,20.54,54.93,1020.9,106.85
2025-01-25 21:35:16,20.54,54.94,1020.89,107.27
2025-01-25 21:35:17,20.54,54.92,1020.91,106.65
2025-01-25 21:35:19,20.54,54.93,1020.9,107.06
2025-01-25 21:35:20,20.53,54.95,1020.91,107.48
2025-01-25 21:35:21,20.53,54.94,1020.91,107.2
2025-01-25 21:35:23,20.52,54.94,1020.91,107.2
2025-01-25 21:35:24,20.52,54.94,1020.91,106.92
2025-01-25 21:35:25,20.52,54.94,1020.92,107.62
2025-01-25 21:35:27,20.52,54.95,1020.91,106.37
2025-01-25 21:35:28,20.52,54.97,1020.91,107.27
2025-01-25 21:35:30,20.52,54.98,1020.91,107.06
2025-01-25 21:35:31,20.52,54.99,1020.91,107.06
2025-01-25 21:35:32,20.52,55.01,1020.9,106.51
2025-01-25 21:35:34,20.52,55.0,1020.9,106.99
2025-01-25 21:35:35,20.51,55.0,1020.9,107.06
2025-01-25 21:35:36,20.51,55.02,1020.91,107.76
2025-01-25 21:35:38,20.51,55.04,1020.9,106.31
2025-01-25 21:35:39,20.51,55.06,1020.9,107.62
2025-01-25 21:35:41,20.51,55.08,1020.91,107.2
2025-01-25 21:35:42,20.51,55.09,1020.9,107.27
2025-01-25 21:35:43,20.5,55.1,1020.9,106.24
2025-01-25 21:35:45,20.5,55.1,1020.9,106.92
2025-01-25 21:35:46,20.51,55.11,1020.89,106.78
2025-01-25 21:35:47,20.51,55.1,1020.89,107.2
2025-01-25 21:35:49,20.51,55.08,1020.9,106.85
2025-01-25 21:35:50,20.51,55.07,1020.91,106.92
2025-01-25 21:35:51,20.52,55.06,1020.91,107.69
2025-01-25 21:35:53,20.52,55.08,1020.91,107.13
2025-01-25 21:35:54,20.52,55.04,1020.9,107.13
2025-01-25 21:35:56,20.53,55.06,1020.9,107.06
2025-01-25 21:35:57,20.53,55.04,1020.9,107.13
2025-01-25 21:35:58,20.53,55.01,1020.9,107.83
2025-01-25 21:36:00,20.54,55.0,1020.9,107.27
2025-01-25 21:36:01,20.54,54.99,1020.91,107.34
2025-01-25 21:36:02,20.54,54.97,1020.91,107.34
2025-01-25 21:36:04,20.54,54.98,1020.91,107.76
2025-01-25 21:36:05,20.55,54.96,1020.91,107.76
2025-01-25 21:36:07,20.55,54.94,1020.92,106.85
2025-01-25 21:36:08,20.56,54.97,1020.92,106.65
2025-01-25 21:36:09,20.57,55.02,1020.91,106.51
2025-01-25 21:36:11,20.58,55.07,1020.91,107.41
2025-01-25 21:36:12,20.58,55.07,1020.91,106.65
2025-01-25 21:36:13,20.59,55.09,1020.91,106.85
2025-01-25 21:36:15,20.59,55.07,1020.91,107.69
2025-01-25 21:36:16,20.59,55.05,1020.91,106.78
2025-01-25 21:36:17,20.59,55.02,1020.91,107.13
2025-01-25 21:36:19,20.59,54.99,1020.91,107.55
2025-01-25 21:36:20,20.6,54.99,1020.9,106.78
2025-01-25 21:36:22,20.6,54.98,1020.9,106.92
2025-01-25 21:36:23,20.61,54.98,1020.91,106.92
2025-01-25 21:36:24,20.61,54.98,1020.9,106.58
2025-01-25 21:36:26,20.61,54.95,1020.9,107.9
2025-01-25 21:36:27,20.61,54.92,1020.9,107.34
2025-01-25 21:36:28,20.61,54.89,1020.9,107.2
2025-01-25 21:36:30,20.61,54.88,1020.9,108.04
2025-01-25 21:36:31,20.61,54.85,1020.9,107.06
2025-01-25 21:36:33,20.61,54.83,1020.9,107.9
2025-01-25 21:36:34,20.61,54.81,1020.91,107.9
2025-01-25 21:36:35,20.61,54.79,1020.91,107.06
2025-01-25 21:36:37,20.61,54.79,1020.9,107.48
2025-01-25 21:36:38,20.61,54.8,1020.89,108.18
2025-01-25 21:36:39,20.62,54.78,1020.9,107.27
2025-01-25 21:36:41,20.62,54.78,1020.9,107.97
2025-01-25 21:36:42,20.62,54.78,1020.89,107.2
2025-01-25 21:36:44,20.63,54.77,1020.89,107.34
2025-01-25 21:36:45,20.63,54.8,1020.89,108.18
2025-01-25 21:36:46,20.63,54.81,1020.89,106.99
2025-01-25 21:36:48,20.63,54.8,1020.89,107.27
2025-01-25 21:36:49,20.63,54.8,1020.88,107.06
2025-01-25 21:36:50,20.64,54.8,1020.89,108.04
2025-01-25 21:36:52,20.64,54.79,1020.9,107.41
2025-01-25 21:36:53,20.63,54.78,1020.89,108.18
2025-01-25 21:36:54,20.64,54.77,1020.89,107.9
2025-01-25 21:36:56,20.64,54.77,1020.89,107.48
2025-01-25 21:36:57,20.64,54.76,1020.89,107.62
2025-01-25 21:36:59,20.64,54.75,1020.9,107.48
2025-01-25 21:37:00,20.64,54.76,1020.89,107.83
2025-01-25 21:37:01,20.64,54.77,1020.9,107.55
2025-01-25 21:37:03,20.65,54.77,1020.89,107.9
2025-01-25 21:37:04,20.65,54.77,1020.9,107.41
2025-01-25 21:37:05,20.65,54.78,1020.89,108.18
2025-01-25 21:37:07,20.65,54.79,1020.89,107.48
2025-01-25 21:37:08,20.65,54.77,1020.88,107.55
2025-01-25 21:37:10,20.65,54.76,1020.89,108.11
2025-01-25 21:37:11,20.65,54.75,1020.88,107.55
2025-01-25 21:37:12,20.65,54.75,1020.88,108.25
2025-01-25 21:37:14,20.65,54.73,1020.88,107.55
2025-01-25 21:37:15,20.65,54.74,1020.88,107.27
2025-01-25 21:37:16,20.65,54.72,1020.89,107.41
2025-01-25 21:37:18,20.65,54.72,1020.87,107.48
2025-01-25 21:37:19,20.65,54.72,1020.88,107.76
2025-01-25 21:37:20,20.64,54.71,1020.89,107.62
2025-01-25 21:37:22,20.64,54.71,1020.89,107.48
2025-01-25 21:37:23,20.64,54.72,1020.89,108.04
2025-01-25 21:37:25,20.64,54.73,1020.9,108.25
2025-01-25 21:37:26,20.64,54.73,1020.9,107.41
2025-01-25 21:37:27,20.64,54.72,1020.9,107.55
2025-01-25 21:37:29,20.64,54.73,1020.89,107.27
2025-01-25 21:37:30,20.64,54.73,1020.88,107.34
2025-01-25 21:37:31,20.64,54.73,1020.89,107.76
2025-01-25 21:37:33,20.64,54.73,1020.9,108.32
2025-01-25 21:37:34,20.64,54.74,1020.89,107.06
2025-01-25 21:37:36,20.64,54.76,1020.89,107.69
2025-01-25 21:37:37,20.64,54.76,1020.89,107.69
2025-01-25 21:37:38,20.63,54.77,1020.89,108.11
2025-01-25 21:37:40,20.63,54.77,1020.9,107.48
2025-01-25 21:37:41,20.63,54.79,1020.9,108.18
2025-01-25 21:37:42,20.63,54.78,1020.9,108.18
2025-01-25 21:37:44,20.63,54.8,1020.91,107.48
2025-01-25 21:37:45,20.63,54.78,1020.9,107.9
2025-01-25 21:37:46,20.63,54.79,1020.9,107.34
2025-01-25 21:37:48,20.63,54.78,1020.9,107.76
2025-01-25 21:37:49,20.63,54.78,1020.9,108.25
2025-01-25 21:37:51,20.64,54.78,1020.9,107.62
2025-01-25 21:37:52,20.64,54.77,1020.9,108.39
2025-01-25 21:37:53,20.64,54.75,1020.9,107.69
2025-01-25 21:37:55,20.64,54.77,1020.91,107.55
2025-01-25 21:37:56,20.64,54.73,1020.9,107.83
2025-01-25 21:37:57,20.64,54.73,1020.9,107.55
2025-01-25 21:37:59,20.65,54.71,1020.89,108.46
2025-01-25 21:38:00,20.65,54.72,1020.89,107.62
2025-01-25 21:38:02,20.66,54.73,1020.88,108.04
2025-01-25 21:38:03,20.66,54.73,1020.88,107.69
2025-01-25 21:38:04,20.67,54.74,1020.88,107.34
2025-01-25 21:38:06,20.67,54.72,1020.88,108.04
2025-01-25 21:38:07,20.67,54.71,1020.88,107.97
2025-01-25 21:38:08,20.67,54.7,1020.88,107.69
2025-01-25 21:38:10,20.67,54.7,1020.9,108.39
2025-01-25 21:38:11,20.67,54.71,1020.89,107.76
2025-01-25 21:38:13,20.67,54.72,1020.89,108.18
2025-01-25 21:38:14,20.67,54.74,1020.88,108.04
2025-01-25 21:38:15,20.68,54.83,1020.88,106.99
2025-01-25 21:38:17,20.68,54.94,1020.88,107.55
2025-01-25 21:38:18,20.68,55.05,1020.88,106.85
2025-01-25 21:38:19,20.69,55.09,1020.88,107.83
2025-01-25 21:38:21,20.68,55.09,1020.88,107.83
2025-01-25 21:38:22,20.68,55.05,1020.89,108.04
2025-01-25 21:38:23,20.67,55.01,1020.89,107.76
2025-01-25 21:38:25,20.66,54.93,1020.88,108.04
2025-01-25 21:38:26,20.66,54.91,1020.88,108.11
2025-01-25 21:38:28,20.66,54.85,1020.88,107.55
2025-01-25 21:38:29,20.66,54.85,1020.88,108.25
2025-01-25 21:38:30,20.66,54.83,1020.88,108.18
2025-01-25 21:38:32,20.65,54.81,1020.88,107.69
2025-01-25 21:38:33,20.65,54.78,1020.88,108.61
2025-01-25 21:38:34,20.65,54.77,1020.88,108.61
2025-01-25 21:38:36,20.64,54.76,1020.88,107.76
2025-01-25 21:38:37,20.64,54.77,1020.87,108.53
2025-01-25 21:38:39,20.65,54.77,1020.88,107.69
2025-01-25 21:38:40,20.65,54.77,1020.88,108.61
2025-01-25 21:38:41,20.65,54.78,1020.88,108.25
